Row,Month,Description,Sales Rep,Qty,Cost,Sale Price,Location,Category
2904,Mar 23,Zoom V.92 USB External Faxmodem,Ann Blume,38087,0.41,19.99,Nova Scotia,Computer Peripherals
2905,Mar 23,Accessory25,Brendan Murry,38341,0.57,0.99,Nova Scotia,Telephones and Communication
2906,Mar 23,Tennsco Regal Shelving Units,Chuck Sachs,38599,0.82,35,Nova Scotia,Storage & Organization
2907,Mar 23,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Troy Staebel,38721,0.37,54.95,Nova Scotia,Office Furnishings
2908,Mar 23,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Troy Staebel,38721,0.4,19.99,Nova Scotia,Envelopes
2909,Mar 23,Canon PC940 Copier,Paul Knutson,38976,0.38,49,Nova Scotia,Copiers and Fax
2910,Mar 23,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Emily Burns,39300,0.6,6.89,Nova Scotia,Appliances
2911,Mar 23,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Troy Staebel,39393,0.39,5.76,Nova Scotia,Office Machines
2912,Mar 23,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Chris Cortes,39842,0.76,8.66,Nova Scotia,Office Furnishings
2913,Mar 23,GBC Recycled Grain Textured Covers,Stefania Perrino,41766,0.37,14.72,Nova Scotia,Binders and Binder Accessories
2914,Mar 23,Belkin 8 Outlet Surge Protector,Maureen Gastineau,42306,0.57,5.33,Nova Scotia,Appliances
2915,Mar 23,Xerox 1880,Alex Grayson,42528,0.38,19.99,Nova Scotia,Paper
2916,Mar 23,Portfile® Personal File Boxes,Alex Grayson,42528,0.59,9.47,Nova Scotia,Storage & Organization
2917,Mar 23,"Memorex Slim 80 Minute CD-R, 10/Pack",Alex Grayson,42528,0.43,1.99,Nova Scotia,Computer Peripherals
2918,Mar 23,Phone 918,Damala Kotsonis,43302,0.59,5,Nova Scotia,Telephones and Communication
2919,Mar 23,"Tenex File Box, Personal Filing Tote with Lid, Black",Carlos Meador,43813,0.59,17.78,Nova Scotia,Storage & Organization
2920,Mar 23,Array® Memo Cubes,Frank Atkinson,44292,0.36,2.04,Nova Scotia,Paper
2921,Mar 23,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Deanra Eno,44583,0.55,5,Nova Scotia,Appliances
2922,Mar 23,Eldon Wave Desk Accessories,Michael Oakman,45381,0.41,5.57,Nova Scotia,Office Furnishings
2923,Mar 23,Hon 4060 Series Tables,Chuck Sachs,46531,0.63,69,Nova Scotia,Tables
2924,Mar 23,Tuff Stuff Recycled Round Ring Binders,Deborah Brumfield,47136,0.36,1.49,Nova Scotia,Binders and Binder Accessories
2925,Mar 23,Xerox 1923,Dianna Arnett,47813,0.37,5.66,Nova Scotia,Paper
2926,Mar 23,Xerox 1920,Alex Grayson,48263,0.4,7.5,Nova Scotia,Paper
2927,Mar 23,Fiskars® Softgrip Scissors,Amy Cox,48455,0.57,3.37,Nova Scotia,"Scissors, Rulers and Trimmers"
2928,Mar 23,"Array® Parchment Paper, Assorted Colors",Erica Hernandez,48706,0.37,11.15,Nova Scotia,Paper
2929,Mar 23,Xerox 1938,Sara Luxemburg,48929,0.37,5.86,Nova Scotia,Paper
2930,Mar 23,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",David Flashing,48963,0.37,5.94,Nova Scotia,Paper
2931,Mar 23,Xerox 1961,Deanra Eno,49312,0.38,7.54,Nova Scotia,Paper
2932,Mar 23,"Memorex Slim 80 Minute CD-R, 10/Pack",Robert Barroso,49472,0.43,1.99,Nova Scotia,Computer Peripherals
2933,Mar 23,Acco® Hot Clips Clips to Go,Robert Barroso,49472,0.4,1.35,Nova Scotia,Rubber Bands
2934,Mar 23,Avery Hanging File Binders,Darrin Sayre,49891,0.39,1.49,Nova Scotia,Binders and Binder Accessories
2935,Mar 23,Durable Pressboard Binders,Sara Luxemburg,49984,0.38,1.49,Nova Scotia,Binders and Binder Accessories
2936,Mar 23,Xerox 212,Sara Luxemburg,49984,0.37,8.4,Nova Scotia,Paper
2937,Mar 23,Hon GuestStacker Chair,Deborah Brumfield,50471,0.59,28.16,Nova Scotia,Chairs & Chairmats
2938,Mar 23,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Eleni McCrary,51203,0.71,45.7,Nova Scotia,Tables
2939,Mar 23,"Master Giant Foot® Doorstop, Safety Yellow",Eleni McCrary,51233,0.42,4,Nova Scotia,Office Furnishings
2940,Mar 23,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Alyssa Tate,52195,0.38,7.17,Nova Scotia,Binders and Binder Accessories
2941,Mar 23,GBC Imprintable Covers,Michael Kennedy,53123,0.36,5.14,Nova Scotia,Binders and Binder Accessories
2942,Mar 23,"Wilson Jones Hanging View Binder, White, 1""",Marc Crier,54533,0.39,6.05,Nova Scotia,Binders and Binder Accessories
2943,Mar 23,Crayola Colored Pencils,Bobby Elias,55139,0.52,0.98,Nova Scotia,Pens & Art Supplies
2944,Apr 23,SANFORD Liquid Accent Tank-Style Highlighters,Christy Brittain,55392,0.54,0.93,Nova Scotia,Pens & Art Supplies
2945,Apr 23,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Joni Wasserman,55616,0.75,4.38,Nova Scotia,Computer Peripherals
2946,Apr 23,Ibico EB-19 Dual Function Manual Binding System,Karen Ferguson,55909,0.39,19.99,Nova Scotia,Binders and Binder Accessories
2947,Apr 23,Safco Industrial Wire Shelving,Mark Haberlin,55938,,35,Nova Scotia,Storage & Organization
2948,Apr 23,Holmes Odor Grabber,Nicole Brennan,56166,0.52,6.75,Nova Scotia,Appliances
2949,Apr 23,Avery 51,Sara Luxemburg,56515,0.39,0.5,Nova Scotia,Labels
2950,Apr 23,Newell 335,Giulietta Dortch,56768,0.56,0.7,Nova Scotia,Pens & Art Supplies
2951,Apr 23,Advantus SlideClip Paper Clips,Bradley Talbott,56900,0.37,0.7,Nova Scotia,Rubber Bands
2952,Apr 23,KI Conference Tables,Bradley Talbott,57056,0.72,89.3,Nova Scotia,Tables
2953,Apr 23,4009® Highlighters by Sanford,Brian Stugart,58372,0.52,0.7,Nova Scotia,Pens & Art Supplies
2954,Apr 23,Panasonic KX-P3626 Dot Matrix Printer,Deborah Brumfield,59270,0.59,16.63,Nova Scotia,Office Machines
2955,Apr 23,Letter Size Cart,Deborah Brumfield,59270,0.56,19.99,Nova Scotia,Storage & Organization
2956,Apr 23,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Maureen Gastineau,59619,0.36,7.15,Nova Scotia,Paper
2957,Apr 23,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Julia Barnett,59781,0.69,30,Nova Scotia,Chairs & Chairmats
2958,Apr 23,"O'Sullivan Elevations Bookcase, Cherry Finish",Emily Phan,132,0.69,54.74,Nova Scotia,Bookcases
2959,Apr 23,Xerox 1984,Liz Willingham,258,0.36,8.74,Nova Scotia,Paper
2960,Apr 23,"Tennsco Lockers, Gray",Liz Willingham,258,0.78,53.03,Nova Scotia,Storage & Organization
2961,Apr 23,282,Craig Yedwab,325,0.56,4.23,Nova Scotia,Telephones and Communication
2962,Apr 23,Canon PC1060 Personal Laser Copier,Noel Staavos,1444,0.41,24.49,Nova Scotia,Copiers and Fax
2963,Apr 23,Xerox 1893,Andy Reiter,2084,0.36,17.48,Nova Scotia,Paper
2964,Apr 23,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Ben Peterman,3332,0.41,1.86,Nova Scotia,Pens & Art Supplies
2965,Apr 23,Belkin 105-Key Black Keyboard,Alex Grayson,3397,0.68,4,Nova Scotia,Computer Peripherals
2966,Apr 23,SAFCO Folding Chair Trolley,George Zrebassa,3556,,12.65,Nova Scotia,Chairs & Chairmats
2967,Apr 23,Self-Adhesive Removable Labels,Denise Leinenbach,3589,0.37,0.49,Nova Scotia,Labels
2968,Apr 23,"Global Push Button Manager's Chair, Indigo",Muhammed Lee,3905,0.56,32.41,Nova Scotia,Chairs & Chairmats
2969,Apr 23,DMI Eclipse Executive Suite Bookcases,Bill Tyler,4033,0.66,41.44,Nova Scotia,Bookcases
2970,Apr 23,Accessory6,Carlos Meador,4647,0.8,5,Nova Scotia,Telephones and Communication
2971,Apr 23,"Peel & Seel® Recycled Catalog Envelopes, Brown",Liz Willingham,4773,0.35,5.72,Nova Scotia,Envelopes
2972,Apr 23,Rogers Handheld Barrel Pencil Sharpener,Evan Henry,5189,0.58,3.5,Nova Scotia,Pens & Art Supplies
2973,Apr 23,"Wirebound Service Call Books, 5 1/2"" x 4""",Denise Leinenbach,5510,0.37,2.03,Nova Scotia,Paper
2974,Apr 23,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Denise Leinenbach,6369,0.71,45.7,Nova Scotia,Tables
2975,Apr 23,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Denise Leinenbach,6373,0.56,4.5,Nova Scotia,Appliances
2976,Apr 23,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Alan Shonely,6465,0.39,2,Nova Scotia,Paper
2977,Apr 23,TI 36X Solar Scientific Calculator,Damala Kotsonis,6885,0.38,6.3,Nova Scotia,Office Machines
2978,Apr 23,Bretford CR8500 Series Meeting Room Furniture,Debra Catini,7297,0.6,76.37,Nova Scotia,Tables
2979,Apr 23,"Wirebound Message Book, 4 per Page",Raymond Fair,7367,0.36,0.95,Nova Scotia,Paper
2980,Apr 23,Global Deluxe Office Fabric Chairs,Ann Blume,7751,0.58,58.2,Nova Scotia,Chairs & Chairmats
2981,Apr 23,Hon 94000 Series Round Tables,Becky Martin,8422,0.76,54.12,Nova Scotia,Tables
2982,Apr 23,Staples Vinyl Coated Paper Clips,Eric Barreto,9062,0.39,0.99,Nova Scotia,Rubber Bands
2983,Apr 23,Avery Printable Repositionable Plastic Tabs,Barry Franz,10209,0.38,6.19,Nova Scotia,Binders and Binder Accessories
2984,Apr 23,Avery Durable Poly Binders,Astrea Jones,10245,0.39,6.98,Nova Scotia,Binders and Binder Accessories
2985,Apr 23,"SAFCO Commercial Wire Shelving, Black",Peter McVee,11008,,35,Nova Scotia,Storage & Organization
2986,Apr 23,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Chuck Sachs,11585,0.79,4,Nova Scotia,Computer Peripherals
2987,Apr 23,Avery 506,Corey Catlett,13472,0.39,0.5,Nova Scotia,Labels
2988,Apr 23,Advantus Push Pins,Dave Poirier,14114,0.44,1.38,Nova Scotia,Rubber Bands
2989,Apr 23,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Bobby Trafton,14727,0.59,3.5,Nova Scotia,Appliances
2990,Apr 23,T193,Benjamin Venier,15399,0.57,4.99,Nova Scotia,Telephones and Communication
2991,Apr 23,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Tony Molinari,15619,0.62,30,Nova Scotia,Chairs & Chairmats
2992,Apr 23,V3682,Benjamin Venier,16194,0.59,4.2,Nova Scotia,Telephones and Communication
2993,Apr 23,Accessory9,Nora Paige,16229,0.39,3.3,Nova Scotia,Telephones and Communication
2994,Apr 23,Bevis 36 x 72 Conference Tables,Nora Paige,16231,0.63,51.94,Nova Scotia,Tables
2995,Apr 23,Belkin F9M820V08 8 Outlet Surge,Robert Barroso,16674,0.56,4.62,Nova Scotia,Appliances
2996,Apr 23,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Robert Barroso,16674,0.64,58.92,Nova Scotia,Chairs & Chairmats
2997,Apr 23,Panasonic KX-P1150 Dot Matrix Printer,Alex Grayson,16710,0.56,17.85,Nova Scotia,Office Machines
2998,Apr 23,1726 Digital Answering Machine,Berenike Kampe,17408,0.58,4.81,Nova Scotia,Telephones and Communication
2999,Apr 23,8260,Michael Kennedy,17698,0.58,8.99,Nova Scotia,Telephones and Communication
3000,Apr 23,Recycled Premium Regency Composition Covers,Michael Kennedy,17698,0.36,10.91,Nova Scotia,Binders and Binder Accessories
3001,Apr 23,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Tracy Poddar,18534,0.52,1.99,Nova Scotia,Computer Peripherals
3002,Apr 23,Unpadded Memo Slips,Astrea Jones,18951,0.35,2.97,Nova Scotia,Paper
3003,Apr 23,Accessory27,Astrea Jones,18951,0.85,5,Nova Scotia,Telephones and Communication
3004,Apr 23,Storex DuraTech Recycled Plastic Frosted Binders,Fred McMath,19174,0.35,5.41,Nova Scotia,Binders and Binder Accessories
3005,Apr 23,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Chuck Sachs,20098,0.44,8.99,Nova Scotia,Office Furnishings
3006,Apr 23,Super Decoflex Portable Personal File,Chuck Sachs,21319,0.57,7.69,Nova Scotia,Storage & Organization
3007,Apr 23,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Chuck Sachs,21319,0.62,15.68,Nova Scotia,Office Furnishings
3008,Apr 23,Panasonic KX-P1150 Dot Matrix Printer,Eric Barreto,22115,0.56,17.85,Nova Scotia,Office Machines
3009,Apr 23,"Sanford Colorific Colored Pencils, 12/Box",Bobby Trafton,22149,0.55,1.01,Nova Scotia,Pens & Art Supplies
3010,Apr 23,Astroparche® Fine Business Paper,Bill Tyler,22338,0.37,5.06,Nova Scotia,Paper
3011,Apr 23,"Howard Miller 16"" Diameter Gallery Wall Clock",Bill Shonely,22627,0.46,14.48,Nova Scotia,Office Furnishings
3012,Apr 23,"Staples Vinyl Coated Paper Clips, 800/Box",Craig Yedwab,22820,0.4,2.82,Nova Scotia,Rubber Bands
3013,Apr 23,BASF Silver 74 Minute CD-R,Bradley Talbott,22880,0.51,1.99,Nova Scotia,Computer Peripherals
3014,Apr 23,Acme Galleria® Hot Forged Steel Scissors with Colored Handles,Jay Fine,23078,0.56,7.42,Nova Scotia,"Scissors, Rulers and Trimmers"
3015,Apr 23,Xerox 1937,Pierre Wener,23268,0.37,5.79,Nova Scotia,Paper
3016,Apr 23,Accessory41,Dan Campbell,24003,0.38,5.99,Nova Scotia,Telephones and Communication
3017,Apr 23,"Companion Letter/Legal File, Black",Fred McMath,24102,0.57,12.9,Nova Scotia,Storage & Organization
3018,Apr 23,"Bevis Round Conference Table Top, X-Base",Craig Yedwab,24422,0.76,29.21,Nova Scotia,Tables
3019,Apr 23,"Global High-Back Leather Tilter, Burgundy",Tony Molinari,24644,0.74,70.2,Nova Scotia,Chairs & Chairmats
3020,Apr 23,GBC DocuBind 200 Manual Binding Machine,Dave Poirier,26401,0.35,19.99,Nova Scotia,Binders and Binder Accessories
3021,Apr 23,Xerox 1951,Noel Staavos,27938,0.4,9.18,Nova Scotia,Paper
3022,Apr 23,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Frank Atkinson,28515,0.74,2.38,Nova Scotia,Computer Peripherals
3023,Apr 23,Maxell 4.7GB DVD-R,Bill Shonely,29280,0.51,1.99,Nova Scotia,Computer Peripherals
3024,Apr 23,"Peel & Seel® Recycled Catalog Envelopes, Brown",Janet Martin,29346,0.35,6.97,Nova Scotia,Envelopes
3025,Apr 23,6000,Bobby Trafton,29349,0.55,2.5,Nova Scotia,Telephones and Communication
3026,Apr 23,Bell Sonecor JB700 Caller ID,Katrina Willman,29473,0.6,5.03,Nova Scotia,Telephones and Communication
3027,Apr 23,Tennsco Double-Tier Lockers,Michael Paige,29893,0.72,28.66,Nova Scotia,Storage & Organization
3028,Apr 23,Boston 1730 StandUp Electric Pencil Sharpener,Giulietta Dortch,30023,0.59,8.99,Nova Scotia,Pens & Art Supplies
3029,Apr 23,T28 WORLD,Cathy Hwang,30215,0.6,8.99,Nova Scotia,Telephones and Communication
3030,Apr 23,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Bill Shonely,30720,0.56,18.13,Nova Scotia,Office Furnishings
3031,Apr 23,BPI Conference Tables,Carlos Meador,30884,0.71,80.2,Nova Scotia,Tables
3032,Apr 23,Avery Hanging File Binders,Dianna Arnett,31303,0.39,1.49,Nova Scotia,Binders and Binder Accessories
3033,Apr 23,Xerox 1985,George Zrebassa,31392,0.37,5.16,Nova Scotia,Paper
3034,Apr 23,Newell 339,Mark Haberlin,31715,0.59,0.97,Nova Scotia,Pens & Art Supplies
3035,Apr 23,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Christy Brittain,32420,0.78,57,Nova Scotia,Chairs & Chairmats
3036,Apr 23,Unpadded Memo Slips,Michael Paige,32965,0.35,2.97,Nova Scotia,Paper
3037,Apr 23,Accessory9,Katherine Murray,33253,0.39,3.3,Nova Scotia,Telephones and Communication
3038,Apr 23,Anderson Hickey Conga Table Tops & Accessories,Ben Peterman,33959,0.76,27.75,Nova Scotia,Tables
3039,Apr 23,5180,Dean Percer,35271,0.56,8.99,Nova Scotia,Telephones and Communication
3040,Apr 23,M70,Sylvia Foulston,36390,0.59,8.99,Nova Scotia,Telephones and Communication
3041,Apr 23,Fellowes Black Plastic Comb Bindings,Noel Staavos,37447,0.39,8.49,Nova Scotia,Binders and Binder Accessories
3042,Apr 23,Cardinal Poly Pocket Divider Pockets for Ring Binders,Brendan Murry,38341,0.4,6.27,Nova Scotia,Binders and Binder Accessories
3043,Apr 23,Xerox 1933,Brendan Murry,38341,0.38,4.86,Nova Scotia,Paper
3044,Apr 23,Fellowes Bankers Box Staxonsteel® Drawer File/Stacking System,Pierre Wener,38723,0.73,6.88,Nova Scotia,Storage & Organization
3045,Apr 23,Accohide Poly Flexible Ring Binders,Brad Thomas,38851,0.35,4.69,Nova Scotia,Binders and Binder Accessories
3046,Apr 23,Xerox 1888,Hunter Lopez,38882,0.37,4.85,Nova Scotia,Paper
3047,Apr 23,Park Ridge Embossed Executive Business Envelopes,Dan Campbell,39266,0.38,1.39,Nova Scotia,Envelopes
3048,Apr 23,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Chuck Sachs,39780,0.68,4.8,Nova Scotia,Office Furnishings
3049,Apr 23,StarTAC 7760,Chris Cortes,39842,0.59,3.99,Nova Scotia,Telephones and Communication
3050,Apr 23,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Mark Packer,40005,0.68,4.8,Nova Scotia,Office Furnishings
3051,Apr 23,Newell 310,Julie Kriz,40704,0.56,0.7,Nova Scotia,Pens & Art Supplies
3052,Apr 23,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Fred McMath,41383,0.35,2.99,Nova Scotia,Binders and Binder Accessories
3053,Apr 23,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Debra Catini,41415,0.36,5.83,Nova Scotia,Paper
3054,Apr 23,"Global Leather & Oak Executive Chair, Burgundy",Sylvia Foulston,41825,0.77,60.2,Nova Scotia,Chairs & Chairmats
3055,Apr 23,DAX Solid Wood Frames,Chuck Sachs,41826,0.48,6.02,Nova Scotia,Office Furnishings
3056,Apr 23,Avery 494,Ann Blume,42213,0.39,0.5,Nova Scotia,Labels
3057,Apr 23,GBC VeloBinder Electric Binding Machine,Muhammed Yedwab,42469,0.35,9.07,Nova Scotia,Binders and Binder Accessories
3058,Apr 23,Accessory21,Damala Kotsonis,43302,0.37,0.99,Nova Scotia,Telephones and Communication
3059,Apr 23,Chromcraft Rectangular Conference Tables,Jennifer Patt,43588,0.61,59.24,Nova Scotia,Tables
3060,Apr 23,Xerox 1927,Dan Campbell,44000,0.4,6.72,Nova Scotia,Paper
3061,Apr 23,Binder Posts,Michael Oakman,45381,0.39,5.01,Nova Scotia,Binders and Binder Accessories
3062,Apr 23,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Michael Oakman,45381,0.62,5.5,Nova Scotia,Computer Peripherals
3063,Apr 23,Avery File Folder Labels,Keith Herrera,45728,0.36,5.33,Nova Scotia,Labels
3064,Apr 23,Newell 343,Janet Martin,45984,0.58,0.96,Nova Scotia,Pens & Art Supplies
3065,Apr 23,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,David Kendrick,45988,0.74,56.2,Nova Scotia,Office Furnishings
3066,Apr 23,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Rick Duston,46177,0.77,69.64,Nova Scotia,Tables
3067,Apr 23,3285,Becky Martin,47106,0.59,5.99,Nova Scotia,Telephones and Communication
3068,Apr 23,8860,Doug Jacobs,47169,0.56,5.26,Nova Scotia,Telephones and Communication
3069,Apr 23,Nu-Dell Executive Frame,Emily Burns,48071,0.48,4.98,Nova Scotia,Office Furnishings
3070,Apr 23,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Deanra Eno,49312,0.65,5.81,Nova Scotia,Office Furnishings
3071,Apr 23,Newell 336,Robert Barroso,49472,0.56,0.94,Nova Scotia,Pens & Art Supplies
3072,Apr 23,Avery 508,Darrin Sayre,49891,0.36,0.5,Nova Scotia,Labels
3073,Apr 23,Newell 309,Bradley Talbott,50276,0.55,2.36,Nova Scotia,Pens & Art Supplies
3074,Apr 23,Trimflex Flexible Post Binders,Luke Foster,51107,0.37,2.99,Nova Scotia,Binders and Binder Accessories
3075,Apr 23,"Bevis Round Conference Table Top, X-Base",Brian Stugart,51783,0.74,29.21,Nova Scotia,Tables
3076,Apr 23,Westinghouse Clip-On Gooseneck Lamps,Carlos Meador,52006,0.59,10.16,Nova Scotia,Office Furnishings
3077,Apr 23,Avery 508,Sara Luxemburg,52934,0.36,0.5,Nova Scotia,Labels
3078,Apr 23,Accessory6,Alex Grayson,54053,0.8,5,Nova Scotia,Telephones and Communication
3079,Apr 23,Xerox 23,Joni Wasserman,55239,0.37,5.14,Nova Scotia,Paper
3080,Apr 23,Filing/Storage Totes and Swivel Casters,Paul Knutson,55425,0.6,9.45,Nova Scotia,Storage & Organization
3081,Apr 23,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Sara Luxemburg,56515,0.61,36.61,Nova Scotia,Bookcases
3082,Apr 23,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Christy Brittain,57638,0.68,29.1,Nova Scotia,Tables
3083,Apr 23,Hon Comfortask® Task/Swivel Chairs,Dianna Wilson,58599,0.69,30,Nova Scotia,Chairs & Chairmats
3084,Apr 23,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",David Smith,59075,0.72,2.39,Nova Scotia,Computer Peripherals
3085,Apr 23,"Memorex 4.7GB DVD-RAM, 3/Pack",Deborah Brumfield,59270,0.42,1.99,Nova Scotia,Computer Peripherals
3086,Apr 23,"DXL Angle-View Binders with Locking Rings, Black",Michelle Tran,326,0.38,4.92,Quebec,Binders and Binder Accessories
3087,Apr 23,"Advantus Push Pins, Aluminum Head",Michelle Tran,326,0.54,3.37,Quebec,Rubber Bands
3088,Apr 23,Nu-Dell Leatherette Frames,Dave Hallsten,614,0.49,5,Quebec,Office Furnishings
3089,Apr 23,Balt Split Level Computer Training Table,Dave Hallsten,614,0.74,52.42,Quebec,Tables
3090,Apr 23,Logitech Access Keyboard,Sanjit Jacobs,898,0.48,6.5,Quebec,Computer Peripherals
3091,Apr 23,Hon 94000 Series Round Tables,Sanjit Jacobs,898,0.76,54.12,Quebec,Tables
3092,Apr 23,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Sanjit Jacobs,1031,0.38,5.19,Quebec,Binders and Binder Accessories
3093,Apr 23,SC-3160,Barry Gonzalez,1447,0.59,8.99,Quebec,Telephones and Communication
3094,Apr 23,"Bevis Round Conference Table Top, X-Base",Vivian Mathis,2150,0.76,29.21,Quebec,Tables
3095,Apr 23,Keytronic 105-Key Spanish Keyboard,Vivian Mathis,2211,0.67,12.14,Quebec,Computer Peripherals
3096,Apr 23,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Vivian Mathis,2211,0.36,7.15,Quebec,Paper
3097,Apr 23,Barrel Sharpener,Vivian Mathis,2211,0.59,4.17,Quebec,Pens & Art Supplies
3098,Apr 23,Avery Hanging File Binders,Carol Adams,2307,0.39,1.49,Quebec,Binders and Binder Accessories
3099,Apr 23,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Sanjit Jacobs,2370,0.69,13.99,Quebec,Office Furnishings
3100,Apr 23,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Sanjit Jacobs,2370,0.4,2.87,Quebec,Paper
3101,Apr 23,Avery Round Ring Poly Binders,Vivek Gonzalez,2374,0.36,5.44,Quebec,Binders and Binder Accessories
3102,Apr 23,Motorola SB4200 Cable Modem,Bradley Nguyen,3138,0.48,19.99,Quebec,Computer Peripherals
3103,Apr 23,"IBM 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Matt Collister,3141,0.69,3.17,Quebec,Computer Peripherals
3104,Apr 23,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Vivian Mathis,4515,0.36,7.11,Quebec,Office Machines
3105,Apr 23,Xerox 220,Michelle Tran,4708,0.37,7.49,Quebec,Paper
3106,Apr 23,Microsoft Natural Keyboard Elite,Pete Takahito,5155,0.7,4,Quebec,Computer Peripherals
3107,Apr 23,Nu-Dell Float Frame 11 x 14 1/2,Michelle Tran,5382,0.43,4.19,Quebec,Office Furnishings
3108,Apr 23,Acco Perma® 3000 Stacking Storage Drawers,Michelle Tran,5414,0.66,5.42,Quebec,Storage & Organization
3109,Apr 23,Avery 487,Matt Collister,6433,0.38,0.5,Quebec,Labels
3110,Apr 23,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Ralph Arnett,6464,0.56,4.5,Quebec,Appliances
3111,Apr 23,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Ralph Arnett,6464,0.74,56.2,Quebec,Office Furnishings
3112,Apr 23,Catalog Binders with Expanding Posts,Dave Hallsten,7846,0.4,19.99,Quebec,Binders and Binder Accessories
3113,Apr 23,Economy Binders,Dave Hallsten,7846,0.36,1.49,Quebec,Binders and Binder Accessories
3114,Apr 23,"Micro Innovations Micro 3000 Keyboard, Black",Dave Hallsten,7846,0.75,5.89,Quebec,Computer Peripherals
3115,Apr 23,Regeneration Desk Collection,Dave Hallsten,7846,0.41,4.86,Quebec,Office Furnishings
3116,Apr 23,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Pete Takahito,7936,0.61,36.61,Quebec,Bookcases
3117,Apr 23,Eldon Simplefile® Box Office®,Pete Takahito,7936,0.57,6.27,Quebec,Storage & Organization
3118,Apr 23,"Array® Parchment Paper, Assorted Colors",Ralph Arnett,8195,0.37,11.15,Quebec,Paper
3119,Apr 23,"Master Caster Door Stop, Gray",Ralph Arnett,8195,0.51,3.63,Quebec,Office Furnishings
3120,Apr 23,Newell 337,Ralph Arnett,8195,0.56,3.97,Quebec,Pens & Art Supplies
3121,Apr 23,Accessory35,Jason Klamczynski,8293,0.55,1.1,Quebec,Telephones and Communication
3122,Apr 23,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Michelle Tran,9248,0.68,69,Quebec,Tables
3123,Apr 23,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Michelle Tran,9347,0.59,5.13,Quebec,Appliances
3124,Apr 23,Self-Adhesive Removable Labels,Greg Tran,9472,0.37,0.49,Quebec,Labels
3125,Apr 23,Xerox 1947,Gene McClure,9733,0.4,5.35,Quebec,Paper
3126,Apr 23,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Helen Wasserman,10054,0.74,48.2,Quebec,Office Furnishings
3127,Apr 23,i600,Helen Wasserman,10054,0.56,5.99,Quebec,Telephones and Communication
